id,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
269956,8.29630114200749,4.739218821537062,8.739237505717753,7.499798044608951,8.900823440488223,-0.088065455547112,0.4715936258180923,-0.2006420686944908,0.6303581916743924,0.7014087924266412,-0.0589341697274386,1.920039290822929,0.4314931301174314,0.9447375447273354,-0.7735750416508715,0.4939024253132179,0.2841918642079046,0.0501509823738053,0.1192401260962949,-0.3607230466451993,-0.1953956108469242,-0.5197940997195492,0.3222092917558619,0.207216518000425,-0.606060831335585,0.3951419183788365,-0.3187004991563112,-0.2654417247077694,11096.19,0
406332,7.49071501834396,5.426389150479912,8.053880254097312,9.012497270777724,9.142792908207069,-0.2067641059357002,0.0028764166244205,-0.0406365024084077,-0.5722489789529139,-0.2402712791360003,0.719676777794897,-0.5853340272736755,-1.3231956143389234,-1.0069807653106,-1.5452990312984438,0.160037326433883,-0.0132171948718536,0.530947942236911,-1.3590282135899578,0.0001513571457861,0.0072275474798991,-0.2875919459317113,-0.0728561744162552,-0.2923467915935784,0.4009683383080064,0.3153451824624134,0.3639054294054934,0.5341080254080971,7413.03,1
316205,5.673739018108537,5.931164552162981,7.564819883357359,9.53161740713984,8.562201628058215,-0.8502919072865941,-0.4537321810054241,-0.0236397293610785,-0.2670496562602186,-0.1214842399701218,0.976500836172552,-1.233922173070758,-1.1080508622108856,-1.6371962735485113,1.4497041885875854,-0.8854035308822069,-0.641913360300879,-0.3193530147148725,0.6610658887479332,-0.3491851057366918,0.1131291631100351,0.5864674722771558,0.480520365131179,-1.050994241080672,-0.5541538942786937,0.8188866878819803,-2.4529152116518285,0.8931095214355861,19035.65,1
466960,5.718308655908993,3.342437127070621,8.189616854022226,8.090548768090233,10.665439318279976,-2.140057800593275,-0.4724927719498595,0.0701439830828077,-0.1468939126729257,-0.4181092628850862,0.2752632233624157,-0.4720356941689575,-0.4524985559316178,-0.7872629087643501,-0.5698829807567198,-0.4320341205831171,-0.1595497986879691,0.5842607342994851,-0.5158125255986105,1.3357823835754932,0.1397096415979814,-0.8053101066481327,-0.1969550001910532,-0.3015981336998885,-0.1867622546869974,0.943746822180726,0.3854298143184138,-1.450552194511168,9881.24,1
206524,8.507100471841289,4.169259651170838,8.817304011472002,6.2673799254795775,8.584953993751663,0.6884428288406035,0.0221730338379602,-0.1240180473557961,-0.1470236678068283,1.514745141573598,-0.4511621453598655,0.5957715829320833,1.0119886297925804,0.4617407323540016,-0.6024877943847392,0.5227666108623731,0.410859504178011,0.6391171554998397,0.0546198282712692,-0.4726388378180811,-0.2561022994670375,-0.6644773359113608,0.3784627175884792,-0.0186476893114732,-0.9480549403690032,-1.228004281190808,-0.2049411059734352,-0.1949353807281015,2358.34,0
373220,6.785145237406156,5.086953268580171,9.263303858667806,7.960023285833364,9.23317377019025,0.3760370853424896,0.5572588912856652,-0.1144279307058137,0.0476291782977252,0.4325368797651541,0.1775701868034322,0.5165406314522619,-0.8902903306093051,0.2168010085584872,0.8286861135564196,0.9113882611429636,0.8840148303164979,1.1063534944466753,-0.5515921685845306,-0.2541893685592346,-0.0862253325699036,0.053324661919863,-0.1560072597306755,-0.4956010488431182,0.4054202302497139,-0.2543596796018759,-0.2802000247824624,-0.0295779612056835,10983.62,1
424671,6.984985307362125,5.866812595720042,7.848244916315844,9.202538933351075,9.747307835493077,-1.3447495644283347,0.2295211752077802,-0.1693707657778004,-0.6601605644859624,-0.6988349329799268,1.0509552944289389,-1.1414735014979596,1.501651916428334,-1.245405208935223,-0.7337217071178227,0.1044730102713295,0.8203950215270743,1.1453363787105433,-1.9357247796465664,0.2879695088978252,-0.0370380940652906,-0.5186558208876451,-0.5451450324275269,-0.6879549810829815,2.1992008552651483,1.09849439707162,0.4396632012473659,0.8315905632408125,19938.74,1
489066,4.873450641850464,6.717369422853656,6.674239377004958,9.46377539872362,6.687085357582104,-2.891831727926954,-1.8596240063488545,1.920463794717168,-1.3067617786075023,-2.2265523698692684,1.710881719245753,-1.820566682613028,0.4702629725456355,-1.625222177798827,-0.9633688486663738,-1.815096239728335,-1.7551502188020098,-1.692841685577981,1.1038664760137742,-1.38072978716411,0.8538498792781278,0.658910213931613,-0.7667145746679976,0.8990605111165046,-0.516867588208517,-0.1582359497011106,-2.0950046438803698,-1.539865557255847,8198.3,1
323673,5.993733704031385,5.654966700263,8.134007089099242,8.14796679306313,8.299641901755272,-0.9833464597044992,-0.428003917449145,0.1772820987378814,0.4195920661530487,-0.8055906547449582,0.9215294853097524,-1.108335972431815,0.2738765692139051,-0.7484628766149092,-0.1897295586842159,-0.4933270973159704,-0.3898727782958247,-0.0911702585942318,-0.3668334794506869,-0.2760020018371509,0.185341654364523,-0.357246612437529,0.181582128244369,0.4610869968501871,0.0400037783658874,0.5100195602485506,-0.2040458471806186,0.5743667330501522,22660.64,1
252557,7.956688492189346,4.387095857868847,9.098966678999638,7.749066492707848,8.567963984501045,0.4660085999866801,0.2285100861704595,-0.1387495818089563,1.7797032407535385,0.5025464458191958,-1.7595369324767365,1.2510093069940031,0.338320273725082,0.3836807236596924,-0.9427528513787424,0.4439764540357764,0.392533015318779,0.0685235855526165,-0.0552467011664148,-0.0775173456670865,-0.1511036497266099,-0.297934128349922,0.161155319973805,-0.1119142816788457,-0.8363369753964844,0.2673135189255951,-0.2448384562984146,-0.1323814315978733,4404.030000000001,0
